,type,level,price,hands required,system,category,damage,damage type,range,critical effect,critical damage,capacity,usage,ammo type,power type,bulk,special,source,area,eac bonus,kac bonus,max dex bonus,armor check penalty,speed adjustment,armor slots,weapon slots,upgrade slots,shield bonus,aligned shield bonus,speed,max speed,str,cover,hp,hardness,passengers
"formian plate, taskmaster",Armor,12,42000,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,ER sonic 5,AA2,-,5,7,2,2,10,-,-,1,-,-,-,-,-,-,-,-,-
"formian plate, warrior",Armor,4,1830,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AA2,-,10,12,3,2,5,-,-,2,-,-,-,-,-,-,-,-,-
"formian plate, worker",Armor,2,480,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AA2,-,15,17,3,3,10,-,-,6,-,-,-,-,-,-,-,-,-
fossilwrap i,Armor,5,3100,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,AA2,-,18,20,4,3,10,-,-,7,-,-,-,-,-,-,-,-,-
fossilwrap ii,Armor,13,55000,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,AA2,-,4,5,4,0,0,-,-,0,-,-,-,-,-,-,-,-,-
fossilwrap iii,Armor,19,645000,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,AA2,-,20,22,5,0,0,-,-,3,-,-,-,-,-,-,-,-,-
freebooter armor i,Armor,2,750,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,13,15,4,0,0,-,-,2,-,-,-,-,-,-,-,-,-
freebooter armor ii,Armor,6,4720,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,2,3,5,1,0,-,-,1,-,-,-,-,-,-,-,-,-
freebooter armor iii,Armor,10,16900,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,18,18,7,0,0,-,-,4,-,-,-,-,-,-,-,-,-
freebooter armor iv,Armor,14,60600,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,22,22,8,0,0,-,-,6,-,-,-,-,-,-,-,-,-
freebooter armor v,Armor,18,367650,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,15,15,6,0,0,-,-,4,-,-,-,-,-,-,-,-,-
golemforged plating i,Armor,1,250,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,CRB,-,15,16,3,2,5,-,-,0,-,-,-,-,-,-,-,-,-
golemforged plating ii,Armor,3,1610,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,CRB,-,10,11,3,2,5,-,-,0,-,-,-,-,-,-,-,-,-
golemforged plating iii,Armor,7,5500,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,19,20,4,3,5,-,-,0,-,-,-,-,-,-,-,-,-
golemforged plating iv,Armor,11,24800,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,CRB,-,4,5,2,2,10,-,-,2,-,-,-,-,-,-,-,-,-
golemforged plating v,Armor,14,63750,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,CRB,-,9,10,2,2,10,-,-,2,-,-,-,-,-,-,-,-,-
"grave mantle, enlisted",Armor,4,2100,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,16,17,2,2,10,-,-,4,-,-,-,-,-,-,-,-,-
"grave mantle, officer",Armor,17,256500,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,21,22,3,2,10,-,-,6,-,-,-,-,-,-,-,-,-
"grave mantle, specialist",Armor,10,17950,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,3,5,2,2,5,-,-,1,-,-,-,-,-,-,-,-,-
hardened resin,Armor,3,1200,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,PW,-,9,10,3,2,5,-,-,2,-,-,-,-,-,-,-,-,-
"hardlight series, elite",Armor,15,123500,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,20,21,3,2,5,-,-,5,-,-,-,-,-,-,-,-,-
"hardlight series, specialist",Armor,20,928000,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,25,27,4,2,5,-,-,7,-,-,-,-,-,-,-,-,-
"hardlight series, squad",Armor,12,30750,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,13,15,3,0,0,-,-,3,-,-,-,-,-,-,-,-,-
"hardplate, advanced",Armor,9,12000,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,Archaic,AP04,-,3,6,2,2,5,-,-,0,-,-,-,-,-,-,-,-,-
"hardplate, basic",Armor,5,3000,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,Archaic,AP04,-,17,18,4,0,0,-,-,4,-,-,-,-,-,-,-,-,-
"hardplate, elite",Armor,13,48000,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,Archaic,AP04,-,7,8,2,3,10,-,-,1,-,-,-,-,-,-,-,-,-
"hellknight plate, armiger",Armor,2,980,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,PW,-,15,16,2,3,10,-,-,3,-,-,-,-,-,-,-,-,-
"hellknight plate, lictor",Armor,5,3300,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,PW,-,20,21,3,3,10,-,-,4,-,-,-,-,-,-,-,-,-
"hellknight plate, maralictor",Armor,9,14500,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,PW,-,25,26,4,3,10,-,-,6,-,-,-,-,-,-,-,-,-
"hellknight plate, paralictor",Armor,14,80000,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,PW,-,1,3,3,1,0,-,-,0,-,-,-,-,-,-,-,-,-
hidden soldier armor,Armor,2,465,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,6,8,4,1,0,-,-,1,-,-,-,-,-,-,-,-,-
inheritor's grace i,Armor,6,4450,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,AR,-,9,11,5,1,0,-,-,2,-,-,-,-,-,-,-,-,-
inheritor's grace ii,Armor,14,67400,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,AR,-,13,15,5,1,0,-,-,3,-,-,-,-,-,-,-,-,-
inheritor's grace iii,Armor,19,591000,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,AR,-,2,4,3,1,5,-,-,1,-,-,-,-,-,-,-,-,-
"iridishell, advanced",Armor,9,13100,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,8,10,4,1,5,-,-,3,-,-,-,-,-,-,-,-,-
"iridishell, basic",Armor,2,755,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,13,16,4,2,5,-,-,3,-,-,-,-,-,-,-,-,-
"iridishell, superior",Armor,12,42250,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,17,19,5,2,5,-,-,4,-,-,-,-,-,-,-,-,-
kalo encounter suit i,Armor,4,1980,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AR,-,23,24,5,2,5,-,-,6,-,-,-,-,-,-,-,-,-
kalo encounter suit ii,Armor,9,12900,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AR,-,6,6,6,0,0,-,-,2,-,-,-,-,-,-,-,-,-
kalo encounter suit iii,Armor,13,48500,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AR,-,13,14,6,0,0,-,-,2,-,-,-,-,-,-,-,-,-
kalo encounter suit iv,Armor,18,360000,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AR,-,20,20,7,0,0,-,-,3,-,-,-,-,-,-,-,-,-
kasatha microcord i,Armor,2,460,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,CRB,-,22,22,7,0,0,-,-,5,-,-,-,-,-,-,-,-,-
kasatha microcord ii,Armor,6,3670,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,CRB,-,2,4,2,2,5,-,-,0,-,-,-,-,-,-,-,-,-
kasatha microcord iii,Armor,8,9000,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,CRB,-,8,10,2,2,5,-,-,1,-,-,-,-,-,-,-,-,-
kasatha microcord iv,Armor,11,23800,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,CRB,-,12,14,3,2,5,-,-,3,-,-,-,-,-,-,-,-,-
kyokor plating i,Armor,2,800,-,-,Heavy,-,-,-,-,-,-,-,-,-,1,-,AA,-,20,22,4,2,5,-,-,5,-,-,-,-,-,-,-,-,-
kyokor plating ii,Armor,6,4820,-,-,Heavy,-,-,-,-,-,-,-,-,-,1,-,AA,-,9,10,6,0,0,-,-,3,-,-,-,-,-,-,-,-,-
kyokor plating iii,Armor,10,17100,-,-,Heavy,-,-,-,-,-,-,-,-,-,1,-,AA,-,4,4,5,0,0,-,-,1,-,-,-,-,-,-,-,-,-
kyokor plating iv,Armor,14,76000,-,-,Heavy,-,-,-,-,-,-,-,-,-,1,-,AA,-,16,18,4,3,5,-,-,4,-,-,-,-,-,-,-,-,-
kyokor plating v,Armor,18,371000,-,-,Heavy,-,-,-,-,-,-,-,-,-,1,-,AA,-,4,6,1,3,10,-,-,1,-,-,-,-,-,-,-,-,-
lashunta mind mail i,Armor,6,4250,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,8,11,1,3,10,-,-,2,-,-,-,-,-,-,-,-,-
lashunta mind mail ii,Armor,11,24800,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,15,19,1,3,10,-,-,3,-,-,-,-,-,-,-,-,-
lashunta mind mail iii,Armor,16,166500,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,11,13,4,2,5,-,-,2,-,-,-,-,-,-,-,-,-
lashunta mind mail iv,Armor,19,556000,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,15,17,5,2,5,-,-,4,-,-,-,-,-,-,-,-,-
lashunta ringwear i,Armor,1,415,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,21,24,5,1,5,-,-,4,-,-,-,-,-,-,-,-,-
lashunta ringwear ii,Armor,5,2970,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,25,26,6,0,0,-,-,6,-,-,-,-,-,-,-,-,-
lashunta ringwear iii,Armor,8,8420,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,4,5,4,1,0,-,-,1,-,-,-,-,-,-,-,-,-
lashunta ringwear v,Armor,15,94200,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,9,10,5,1,0,-,-,3,-,-,-,-,-,-,-,-,-
"lashunta tempweave, advanced",Armor,8,8500,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,14,15,6,1,0,-,-,3,-,-,-,-,-,-,-,-,-
"lashunta tempweave, basic",Armor,4,1950,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,3,4,6,0,0,-,-,2,-,-,-,-,-,-,-,-,-
lasunta ringwear iv,Armor,11,27100,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,9,10,8,0,0,-,-,3,-,-,-,-,-,-,-,-,-
mining jack i,Armor,2,825,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AR,-,15,16,8,0,0,-,-,4,-,-,-,-,-,-,-,-,-
mining jack ii,Armor,5,2750,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AR,-,11,13,5,0,0,-,-,3,-,-,-,-,-,-,-,-,-
mining jack iii,Armor,10,17150,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AR,-,5,7,4,0,0,-,-,2,-,-,-,-,-,-,-,-,-
night plate i,Armor,8,9400,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,AR,-,15,17,6,0,0,-,-,4,-,-,-,-,-,-,-,-,-
night plate ii,Armor,12,37500,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AR,-,19,21,7,0,0,-,-,5,-,-,-,-,-,-,-,-,-
night plate iii,Armor,16,177300,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,AR,-,1,2,6,0,0,-,-,0,-,-,-,-,-,-,-,-,-
night plate iv,Armor,20,866500,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,AR,-,6,9,6,0,0,-,-,1,-,-,-,-,-,-,-,-,-
peacekeeper's aegis i,Armor,4,2000,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,NS,-,12,15,7,0,0,-,-,3,-,-,-,-,-,-,-,-,-
peacekeeper's aegis ii,Armor,8,8100,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,NS,-,2,3,5,0,0,-,-,1,-,-,-,-,-,-,-,-,-
peacekeeper's aegis iii,Armor,12,33500,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,NS,-,13,13,5,0,0,-,-,2,-,-,-,-,-,-,-,-,-
plexigrass bodysuit i,Armor,5,2700,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,NS,-,22,22,6,0,0,-,-,4,-,-,-,-,-,-,-,-,-
plexigrass bodysuit ii,Armor,9,13500,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,NS,-,1,4,1,3,5,-,-,1,-,-,-,-,-,-,-,-,-
plexigrass bodysuit iii,Armor,13,51000,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,NS,-,4,8,1,3,5,-,-,1,-,-,-,-,-,-,-,-,-
"polyplate, advanced",Armor,10,17400,-,-,Light,-,-,-,-,-,-,-,-,-,L,DR 5/varies,AP15,-,8,12,2,3,10,-,-,2,-,-,-,-,-,-,-,-,-
"polyplate, basic",Armor,6,4200,-,-,Light,-,-,-,-,-,-,-,-,-,L,DR 3/varies,AP15,-,1,2,5,0,0,-,-,1,-,-,-,-,-,-,-,-,-
"polyplate, elite",Armor,14,65000,-,-,Light,-,-,-,-,-,-,-,-,-,L,DR 7/varies,AP15,-,10,11,7,1,0,-,-,2,-,-,-,-,-,-,-,-,-
"polyplate, paragon",Armor,18,345000,-,-,Light,-,-,-,-,-,-,-,-,-,L,DR 9/varies,AP15,-,16,17,7,1,0,-,-,3,-,-,-,-,-,-,-,-,-
preserver's mantle i,Armor,2,520,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,22,24,7,1,0,-,-,5,-,-,-,-,-,-,-,-,-
preserver's mantle ii,Armor,7,6400,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,15,17,5,1,0,-,-,3,-,-,-,-,-,-,-,-,-
preserver's mantle iii,Armor,12,35400,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,0,2,4,1,0,-,-,0,-,-,-,-,-,-,-,-,-
regimental dress i,Armor,3,1450,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,3,5,5,1,0,-,-,1,-,-,-,-,-,-,-,-,-
regimental dress ii,Armor,10,18600,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,9,11,5,1,0,-,-,2,-,-,-,-,-,-,-,-,-
regimental dress iii,Armor,18,387000,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,19,20,7,0,0,-,-,5,-,-,-,-,-,-,-,-,-
reinforced eva suit i,Armor,1,200,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,AR,-,2,3,5,0,0,-,-,0,-,-,-,-,-,-,-,-,-
reinforced eva suit ii,Armor,3,1300,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AR,-,10,11,7,0,0,-,-,2,-,-,-,-,-,-,-,-,-
reinforced eva suit iii,Armor,6,4060,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,AR,-,19,19,8,0,0,-,-,4,-,-,-,-,-,-,-,-,-
second skin,Armor,1,250,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,13,15,3,2,5,-,-,5,-,-,-,-,-,-,-,-,-
shiftskin i,Armor,9,13850,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,AR,-,18,20,3,3,5,-,-,6,-,-,-,-,-,-,-,-,-
shiftskin ii,Armor,14,76830,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,AR,-,22,24,4,3,5,-,-,7,-,-,-,-,-,-,-,-,-
shiftskin iii,Armor,20,886500,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,AR,-,18,20,4,2,5,-,-,5,-,-,-,-,-,-,-,-,-
"shobhad harness, chieftain",Armor,13,46900,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,AR,-,14,16,3,2,5,-,-,4,-,-,-,-,-,-,-,-,-
"shobhad harness, recruit",Armor,1,150,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,AR,-,7,8,5,1,0,-,-,3,-,-,-,-,-,-,-,-,-
"shobhad harness, veteran",Armor,4,1850,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,AR,-,2,3,6,0,0,-,-,0,-,-,-,-,-,-,-,-,-
"shobhad harness, warleader",Armor,8,8600,-,-,Light,-,-,-,-,-,-,-,-,-,1,-,AR,-,1,2,6,0,0,-,-,0,-,-,-,-,-,-,-,-,-
shotalashu armor,Armor,16,149500,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,4,5,7,0,0,-,-,0,-,-,-,-,-,-,-,-,-
skitterhide i,Armor,3,1200,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AA2,-,0,1,6,0,0,-,-,0,-,-,-,-,-,-,-,-,-
skitterhide ii,Armor,9,12500,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AA2,-,21,23,4,3,5,-,-,6,-,-,-,-,-,-,-,-,-
skitterhide iii,Armor,16,144000,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AA2,-,18,19,6,0,0,-,-,4,-,-,-,-,-,-,-,-,-
skittersuit i,Armor,9,13200,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,NS,-,13,14,2,3,10,-,-,3,-,-,-,-,-,-,-,-,-
skittersuit ii,Armor,13,52000,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,NS,-,17,18,3,5,10,-,-,4,-,-,-,-,-,-,-,-,-
skittersuit iii,Armor,17,240000,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,NS,-,22,23,3,5,10,-,-,4,-,-,-,-,-,-,-,-,-
"skyfire armor, exident",Armor,13,53600,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,4,6,2,3,10,-,-,1,-,-,-,-,-,-,-,-,-
"skyfire armor, pinion",Armor,9,14200,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,2,2,5,0,0,-,-,1,-,-,-,-,-,-,-,-,-
"specops armor, ag",Armor,7,7500,-,-,Light,-,-,-,-,-,-,-,-,-,1,Aeon slot (2),AA,-,5,5,5,0,0,-,-,2,-,-,-,-,-,-,-,-,-
"stationwear, business",Armor,5,2600,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,10,10,5,0,0,-,-,2,-,-,-,-,-,-,-,-,-
"stationwear, casual",Armor,3,1300,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,14,14,5,0,0,-,-,3,-,-,-,-,-,-,-,-,-
"stationwear, elite",Armor,6,4100,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,19,20,5,0,0,-,-,4,-,-,-,-,-,-,-,-,-
"stationwear, flight suit",Armor,1,95,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,16,18,4,2,5,-,-,5,-,-,-,-,-,-,-,-,-
steelbones,Armor,16,145500,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,22,24,4,3,5,-,-,6,-,-,-,-,-,-,-,-,-
swarmsuit,Armor,15,95200,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,26,27,5,2,5,-,-,7,-,-,-,-,-,-,-,-,-
terramold plate i,Armor,8,9900,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,NS,-,9,11,3,2,5,-,-,1,-,-,-,-,-,-,-,-,-
terramold plate ii,Armor,12,38500,-,-,Heavy,-,-,-,-,-,-,-,-,-,4,-,NS,-,13,15,2,3,10,-,-,3,-,-,-,-,-,-,-,-,-
terramold plate iii,Armor,16,147500,-,-,Heavy,-,-,-,-,-,-,-,-,-,4,-,NS,-,16,18,3,2,5,-,-,4,-,-,-,-,-,-,-,-,-
thinplate,Armor,2,1000,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,CRB,-,19,21,4,2,5,-,-,5,-,-,-,-,-,-,-,-,-
vesk brigandine i,Armor,2,950,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,24,26,4,3,5,-,-,7,-,-,-,-,-,-,-,-,-
vesk brigandine ii,Armor,5,2650,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,23,24,5,0,0,-,-,4,-,-,-,-,-,-,-,-,-
vesk brigandine iii,Armor,8,8800,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,13,15,4,1,0,-,-,1,-,-,-,-,-,-,-,-,-
vesk brigandine iv,Armor,11,23500,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,16,18,5,1,0,-,-,2,-,-,-,-,-,-,-,-,-
vesk brigandine v,Armor,15,99900,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,AR,-,20,22,6,1,0,-,-,3,-,-,-,-,-,-,-,-,-
vesk monolith i,Armor,12,39650,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,25,26,5,3,5,-,-,7,-,-,-,-,-,-,-,-,-
vesk monolith ii,Armor,16,163400,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,7,7,5,0,0,-,-,2,-,-,-,-,-,-,-,-,-
vesk monolith iii,Armor,20,827250,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,2,2,4,0,0,-,-,0,-,-,-,-,-,-,-,-,-
vesk overplate i,Armor,6,3910,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,6,6,6,0,0,-,-,1,-,-,-,-,-,-,-,-,-
vesk overplate ii,Armor,8,10250,-,-,Heavy,-,-,-,-,-,-,-,-,-,3,-,CRB,-,11,11,7,0,0,-,-,2,-,-,-,-,-,-,-,-,-
vesk overplate iii,Armor,11,23400,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,15,15,8,0,0,-,-,3,-,-,-,-,-,-,-,-,-
vesk overplate iv,Armor,14,71850,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,20,20,9,0,0,-,-,4,-,-,-,-,-,-,-,-,-
vesk overplate v,Armor,18,415800,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vitrum plate,Armor,18,365650,-,-,Heavy,-,-,-,-,-,-,-,-,-,1,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
void hide i,Armor,10,20000,-,-,Light,-,-,-,-,-,-,-,-,-,1,reflecting armor,AA3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
void hide ii,Armor,14,90000,-,-,Light,-,-,-,-,-,-,-,-,-,1,reflecting armor,AA3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
void hide iii,Armor,18,382500,-,-,Light,-,-,-,-,-,-,-,-,-,1,reflecting armor,AA3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
voidshield armor,Armor,19,610250,-,-,Heavy,-,-,-,-,-,-,-,-,-,2,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ysoki reflractor suit,Armor,6,4120,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
zeizerer diffractor i,Armor,2,650,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
zeizerer diffractor ii,Armor,6,4150,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
zeizerer diffractor iii,Armor,9,12500,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
zeizerer diffractor iv,Armor,13,48500,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
zeizerer diffractor v,Armor,18,340000,-,-,Light,-,-,-,-,-,-,-,-,-,L,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"dousing shield, advanced",Shield,12,36800,-,-,-,-,-,-,-,-,-,-,-,-,2,-,NS,-,-,-,4,1,-,-,-,2,1,2,-,-,-,-,-,-,-
"dousing shield, basic",Shield,2,900,-,-,-,-,-,-,-,-,-,-,-,-,2,-,NS,-,-,-,3,2,-,-,-,1,1,1,-,-,-,-,-,-,-
"dousing shield, elite",Shield,17,256000,-,-,-,-,-,-,-,-,-,-,-,-,2,-,NS,-,-,-,5,1,-,-,-,2,1,3,-,-,-,-,-,-,-
"dousing shield, field",Shield,7,6800,-,-,-,-,-,-,-,-,-,-,-,-,2,-,NS,-,-,-,4,2,-,-,-,2,1,2,-,-,-,-,-,-,-
"gravity shield, advanced",Shield,14,73000,-,-,-,-,-,-,-,-,-,-,-,-,1,-,NS,-,-,-,5,1,-,-,-,2,1,2,-,-,-,-,-,-,-
"gravity shield, basic",Shield,4,2100,-,-,-,-,-,-,-,-,-,-,-,-,1,-,NS,-,-,-,4,1,-,-,-,1,0,2,-,-,-,-,-,-,-
"gravity shield, elite",Shield,19,570000,-,-,-,-,-,-,-,-,-,-,-,-,1,-,NS,-,-,-,5,1,-,-,-,2,1,3,-,-,-,-,-,-,-
"gravity shield, field",Shield,9,13500,-,-,-,-,-,-,-,-,-,-,-,-,1,-,NS,-,-,-,4,1,-,-,-,1,1,1,-,-,-,-,-,-,-
"irising shield, advanced",Shield,11,25000,-,-,-,-,-,-,-,-,-,-,-,-,L (1),-,NS,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-
"irising shield, basic",Shield,2,850,-,-,-,-,-,-,-,-,-,-,-,-,L (1),-,NS,-,-,-,-,-,-,-,-,0,0,1,-,-,-,-,-,-,-
"irising shield, elite",Shield,16,175000,-,-,-,-,-,-,-,-,-,-,-,-,L (1),-,NS,-,-,-,-,-,-,-,-,2,1,2,-,-,-,-,-,-,-
"irising shield, field",Shield,6,4350,-,-,-,-,-,-,-,-,-,-,-,-,L (1),-,NS,-,-,-,-,-,-,-,-,0,1,1,-,-,-,-,-,-,-
"knight's shield, advanced",Shield,13,50000,-,-,-,-,-,-,-,-,-,-,-,-,1,-,COM,-,-,-,6,1,-,-,-,2,1,3,-,-,-,-,-,-,-
"knight's shield, basic",Shield,3,1500,-,-,-,-,-,-,-,-,-,-,-,-,1,-,COM,-,-,-,4,1,-,-,-,2,0,2,-,-,-,-,-,-,-
"knight's shield, elite",Shield,18,400000,-,-,-,-,-,-,-,-,-,-,-,-,1,-,COM,-,-,-,7,1,-,-,-,2,1,3,-,-,-,-,-,-,-
"knight's shield, field",Shield,8,9500,-,-,-,-,-,-,-,-,-,-,-,-,1,-,COM,-,-,-,5,1,-,-,-,2,1,2,-,-,-,-,-,-,-
"riot shield, advanced",Shield,10,18000,-,-,-,-,-,-,-,-,-,-,-,-,2,-,COM,-,-,-,4,2,-,-,-,2,1,2,-,-,-,-,-,-,-
"riot shield, basic",Shield,1,300,-,-,-,-,-,-,-,-,-,-,-,-,2,-,COM,-,-,-,3,2,-,-,-,1,1,1,-,-,-,-,-,-,-
